Filename,Meeting Date,ArcGIS_Date,Meeting Type,Location,Start Time,End Time,Action Taken,Staff Code,Status,Document_Link
022817 Joint Workshop with Bonita Springs City Council Approved Minutes.pdf,"February 28, 2017",2017-02-28,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",10:00 am,11:44 am,No action found,SS,Accepted,https://your-website.com/estero-pdfs/022817 Joint Workshop with Bonita Springs City Council Approved Minutes.pdf
0232021 minutes.pdf,"February 3, 2021",2021-02-03,Village Council,"Corkscrew Road and Three Oaks Parkway, Estero, FL",9:30 am,11:17 am,"Approved to permit Councilmembers Levitan and Wilson to participate remotely in Zoom Presentation | Approved agenda with the moving items of 7A and 8A up to be heard after the Consent Agenda | Approved the Consent Agenda | Denied request to amend the zoning for the Estero Town Center CPD for a Firestone Complete Auto Care, and adopt Ordinance 2020-09 | Approved the Williams Road Bicycle and Pedestrian Improvements - Concept Design contract with Banks Engineering under Supplemental Task Authorization (STA) - 01 Contract EC 2020-56 Miscellaneous Professional Services to perform a suite of design services for the Bicycle & Pedestrian improvements along Williams Road, between US 41 and Three Oaks Parkway, approve a 10% contingency for additional services that may be required to complete the project, and authorize the Village Manger to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council | Approved Ben Hill Griffin Parkway Preliminary Landscape Design contracts with Bruce Howard and Associates under EC2020-42 and RWA Engineering under EC2020-67 to perform a suite of design services for the proposed landscape improvements along Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway, approve a 10% contingency for additional services that may be required to complete the project, and Authorize the Village Manager to sign the Supplemental Task Authorization (STA) and other additional implementing documen",TD/CS,Accepted,https://your-website.com/estero-pdfs/0232021 minutes.pdf
030117 Council Meeting Approved Minutes.pdf,"March 1, 2017",2017-03-01,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:05 pm,"Approved the agenda | A hearing will be scheduled to speak to two Board Members, one on the Planning and Zoning Board and one on the Design Review Board, regarding whether they should be removed | Approved the Consent Agenda | Approved the agreement with J .R. Evans Engineering for preparation of a Stormwater Master Plan for the Village, to be completed by approximately July 2018",SS,Accepted,https://your-website.com/estero-pdfs/030117 Council Meeting Approved Minutes.pdf
03012023 minutes.pdf,"March 1, 2023",2023-03-01,Village Council,"US 41, Estero, FL",9:30 am,11:15 am,"Motion to permit Councilmember Wilson to participate remotely in Zoom Presentation | Approved agenda with moving workshop 12a to item 3b | Approved the Consent Agenda items a, b, and c | Approves Supplemental Task Authorization (STA)-34 under contract EC 2019-06 to P & T Lawn and Tractor Service, Inc. to construct and install a monument sign on US 41 at a total cost of $69,968, approve a contingency fund amount of $7,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the STA on behalf of the Village of Estero Council | Approved Ordinance No. 2023-02 the recommended changes made by the Planning Zoning and Design Board",TD/CS,Accepted,https://your-website.com/estero-pdfs/03012023 minutes.pdf
030216 Council Workshop Approved Minutes.pdf,"March 2, 2016",2016-03-02,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",10:00 am,12:35 pm,Approved the agenda,SS,Accepted,https://your-website.com/estero-pdfs/030216 Council Workshop Approved Minutes.pdf
03022022 minutes.pdf,"March 2, 2022",2022-03-02,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:57 pm,"Approved agenda | Approved the Consent Agenda | Motion Failed due to lack of a second | Approved Greater Estero Chamber of Commerce $12,500 for financial support for Strategic Plans for Future Growth and Impact, and the Greater Estero Chamber of Commerce can come back to Council to request another $12,500 in six months (September)",TD/CS,Accepted,https://your-website.com/estero-pdfs/03022022 minutes.pdf
03032021 minutes.pdf,"March 3, 2021",2021-03-03,Village Council,"Estero River and Bamboo Island, Estero, FL",9:30 am,11:44 am,"Approved agenda with the deletion of 6b | Approved the Consent Agenda | Appointed nine members, Kristin Jeannin, Barry Jones, Michael Sheeley, Jim Wallace, Anthony Gargano, Marlene Naratil, James Tatooles, Leonard Scotty Wood, and Howard Levitan | Appointed Kristin Jeannm, Barry Jones, Jim Wallace, and Howard Levitan. to a two-year term and Michael Sheeley, Anthony Gargano, Marlene Naratil, James Tatooles, and Leonard Scotty Wood to a three- year term | Appointed Howard Levitan and Leonard Scotty Wood as co-chairs of the Planning, Zoning, and Design Board | Approved Estero River North Branch Drainage Improvements contract with JR Evans Engineering under Supplemental Task Authorization (STA) - 03 Contract EC 2020-30 Miscellaneous Professional Services to perform a suite of design services for drainage improvements along the North Branch of the Estero River from Bamboo Island to River Oaks Preserve. Approve a 10% contingency for additional services that may be required to complete the project. Authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village ofEstero Council | Approved Ordinance No. 2021-02 with Council's additional conditions and revisions",TD/CS,Accepted,https://your-website.com/estero-pdfs/03032021 minutes.pdf
03062024 minutes.pdf,"March 6, 2024",2024-03-06,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:45 am,"Approved agenda | Approved consent agenda | Approved EC 2024-26 in the amount of $1,967,667 for Hellas Construction, Inc. to install artificial turf on The Jeff Sommer Stadium football field, approve a $197,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency) | Approved the attached Professional Services agreement with Vieste, LLC | Passed first reading of Ordinance No. 2024-01 and set second reading for March 20, 2024 | Passed first reading of Ordinance No. 2024-02 and set second reading for March 20, 2024 | Passed first reading of Ordinance No. 2024-04 and set second reading for March 20, 2024 | Adopted Ordinance No. 2024-03 subject to changing the word enforcement to compliance",TD/CS,Accepted,https://your-website.com/estero-pdfs/03062024 minutes.pdf
030916 Zoning Hearing Approved Minutes.pdf,"March 9, 2016",2016-03-09,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",10:00 am,11:32 am,"Approved continuing to a date certain, March 23, 2016",SS,Accepted,https://your-website.com/estero-pdfs/030916 Zoning Hearing Approved Minutes.pdf
030917 Council Workshop Approved Minutes.pdf,"March 9, 2017",2017-03-09,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:47 pm,Approved the agenda,SS,Accepted,https://your-website.com/estero-pdfs/030917 Council Workshop Approved Minutes.pdf
03132024 minutes.pdf,"March 13, 2024",2024-03-13,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:48 am,No action found,TD/CS,Accepted,https://your-website.com/estero-pdfs/03132024 minutes.pdf
031517 Council Meeting Approved Minutes.pdf,"March 15, 2017",2017-03-15,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,1:15 pm,Approved the agenda as amended | Approved the Consent Agenda | Approved support for the project and to continue fact finding | Appointment of a liaison was tabled,SS,Accepted,https://your-website.com/estero-pdfs/031517 Council Meeting Approved Minutes.pdf
031616 Council Meeting Approved Minutes.pdf,"March 16, 2016",2016-03-16,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",10:00 am,11:30 am,"Approved the agenda | Approved the Consent Agenda | Accepted the report | Adopted Resolution No. 2016-06 | Approved first reading of Ordinance No. 2016-03 and set second reading for April 6, 2016 | Directed staff to prepare a letter for builder WCI, to inform them that they need to come before Estero' s Planning and Zoning Board, as Estero has jurisdiction with their DRI | Directed staff to find a 501(c)(3) organization and donate the 20 extra chairs",SS,Accepted,https://your-website.com/estero-pdfs/031616 Council Meeting Approved Minutes.pdf
03162022 minutes.pdf,"March 16, 2022",2022-03-16,Village Council,"Corkscrew Road and US 41, Estero, FL",9:30 am,11:12 am,"Approved agenda | Approved the Consent Agenda | Approved initiation of a rezoning and Comprehensive Plan Amendment for property south of Estero River, East of US 41 and north of Corkscrew Road | Approved the purchase of the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue | Approved First Addendum to Peoples Gas System, Inc. ""(TECO)"" Franchise Agreement Ordinance 2021-09 | Approved the contract with Atkins North America to provide design and permitting services for the Sandy Lane and Broadway East Bicycle/Pedestrian Improvements Project in the amount of $671,513.25, approve a contingency fund amount of $67,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract with Atkins North America and any other related ancillary documents on behalf of the Village Council",TD/CS,Accepted,https://your-website.com/estero-pdfs/03162022 minutes.pdf
031715 Regular Meeting Minutes.pdf,"March 17, 2015",2015-03-17,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",6:30 pm,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/031715 Regular Meeting Minutes.pdf
03172021 minutes.pdf,"March 17, 2021",2021-03-17,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,10:26 am,"Elected Vice Mayor Errington to be Mayor | Elected Councilmember McLain to be Vice Mayor | Approved agenda | Approved the Consent Agenda | Approved Resolution 2021-04 | Authorized the Mayor to provide letters to our legislative delegation on several issues of local government preemption that are being considered by the legislature, one being building design standards preemption, the other being the comprehensive plan language in Senate Bill 284, and the language in House Bill 403, which is the home-based business preemption | Appointed Councilmember Ribble to be our liaison to the Florida League of Cities",TD/CS,Accepted,https://your-website.com/estero-pdfs/03172021 minutes.pdf
03192025.pdf,"March 19, 2025",2025-03-19,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,SS,Accepted,https://your-website.com/estero-pdfs/03192025.pdf
032015 Workshop Minutes.pdf,"March 20, 2015",2015-03-20,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/032015 Workshop Minutes.pdf
03202024 minutes.pdf,"March 20, 2024",2024-03-20,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:19 am,"Approved agenda | Approved consent agenda | Approved EC 2023-38 STA-02 in the amount of $203,782 for Hagerty Consulting, Inc. to assist the Village of Estero in preparing and submitting CDBG-DR Infrastructure Grant applications, approve a $20,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency) | Approved EC 2024-27 Chris-Tel Construction Piggyback Agreement for Construction Manager at Risk services and to authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary | Approved EC 2024-28 Manhattan Construction Piggyback Agreement for Construction Manager at Risk services and to authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary | Adopted Ordinance No. 2024-01 | Adopted Ordinance No. 2024-02 | Adopted Ordinance No. 2024-04",TD/CS,Accepted,https://your-website.com/estero-pdfs/03202024 minutes.pdf
032316 Council Meeting Approved Minutes.pdf,"March 23, 2016",2016-03-23,Village Council,"Corkscrew Road and Estero Parkway, Estero, FL",10:00 am,1:50 pm,"Approved the agenda | Adopted Ordinance No. 2016-02 as amended | Accepted all submissions, appointed the Village Manager, Finance Director and Community Development Director as the interview committee, directed the committee to interview each firm (these would be posted and public interviews), and return to the Council with a staff recommendation. Further, the submission deadline for proposals was extended three weeks for the purpose of soliciting additional interested firms for this important project | Awarded the bid to ProAudio Services with the recommended add-ons | Authorized the Village Manager to submit a letter to Lee County requesting support for traffic control for Bella Terra and Corkscrew Road, the sidewalk project on Estero Parkway, and resurfacing Estero Parkway | Approved commencing Council meetings at 9:30 a.m. beginning with the first meeting in April and move zoning hearings from the second Wednesday of the month to the third Wednesday of the month",SS,Accepted,https://your-website.com/estero-pdfs/032316 Council Meeting Approved Minutes.pdf
03242021 minutes.pdf,"March 24, 2021",2021-03-24,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,10:30 am,Approved agenda with deletion of item 12 and to move 5 to after 7c | Approved the Consent Agenda,TD/CS,Accepted,https://your-website.com/estero-pdfs/03242021 minutes.pdf
03272015 minutes.pdf,"March 27, 2015",2015-03-27,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/03272015 minutes.pdf
033016 Council Meeting Approved Minutes.pdf,"March 30, 2016",2016-03-30,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",10:00 am,3:02 pm,Approved the agenda | Passed first reading and transmittal of Ordinance No. 2016-04,SS,Accepted,https://your-website.com/estero-pdfs/033016 Council Meeting Approved Minutes.pdf
